date,Patients,max_temp,min_temp,rainfall,humidity,avg_temp,temp_range,rain_binary,humidity_norm,Patients_lag3,Patients_lag7,Patients_lag14,avg_temp_lag3,avg_temp_lag7,avg_temp_lag14,rain_binary_lag3,rain_binary_lag7,rain_binary_lag14,humidity_norm_lag3,humidity_norm_lag7,humidity_norm_lag14,rolling_Patients_7d_mean,rolling_Patients_14d_mean,rolling_avg_temp_7d_mean,rolling_avg_temp_14d_mean,rolling_rain_binary_7d_mean,rolling_rain_binary_14d_mean,rolling_humidity_norm_7d_mean,rolling_humidity_norm_14d_mean,temp_humidity_index,rain_temp_index,rain_humidity,season_Monsoon,season_Post-Monsoon,season_Pre-Monsoon,season_Winter,division_Barishal,division_Chattogram,division_Dhaka,division_Khulna,division_Mymensingh,division_Rajshahi,division_Rangpur,division_Sylhet,day_of_year,fourier_sin,fourier_cos
2022-05-30,18,32.2,25.1,0.2,81,28.65,7.100000000000001,1,0.81,5.0,14.0,8.0,27.6,27.200000000000003,30.2,1.0,1.0,1.0,0.86,0.81,0.77,9.857142857142858,8.142857142857142,28.278571428571432,28.75357142857143,0.8571428571428571,0.9285714285714286,0.8271428571428572,0.8192857142857142,23.2065,28.65,0.81,False,False,True,False,False,False,True,False,False,False,False,False,150,0.5322271388474397,-0.8466016020976267
2022-05-31,14,31.5,25.4,1.0,82,28.45,6.100000000000001,1,0.82,15.0,12.0,12.0,28.5,28.700000000000003,29.1,1.0,0.0,1.0,0.84,0.77,0.79,10.428571428571429,8.857142857142858,28.485714285714288,28.642857142857142,0.8571428571428571,0.9285714285714286,0.8271428571428572,0.8221428571428572,23.329,28.45,0.82,False,False,True,False,False,False,True,False,False,False,False,False,151,0.5175855102531888,-0.8556314858488706
2022-06-01,9,31.6,24.8,9.2,85,28.200000000000003,6.800000000000001,1,0.85,10.0,6.0,5.0,28.5,29.4,28.95,1.0,1.0,1.0,0.87,0.81,0.83,10.714285714285714,9.0,28.45,28.596428571428568,1.0,0.9285714285714286,0.8342857142857143,0.8242857142857144,23.97,28.200000000000003,0.85,True,False,False,False,False,False,True,False,False,False,False,False,152,0.5027907197793042,-0.8644081744776648
2022-06-02,19,31.4,25.6,2.3,83,28.5,5.799999999999997,1,0.83,18.0,7.0,5.0,28.65,28.05,30.1,1.0,1.0,1.0,0.81,0.83,0.81,11.142857142857142,9.285714285714286,28.27857142857143,28.542857142857144,1.0,0.9285714285714286,0.84,0.8257142857142857,23.655,28.5,0.83,True,False,False,False,False,False,True,False,False,False,False,False,153,0.48784714544231184,-0.872929070820641
2022-06-03,16,30.5,26.5,14.7,86,28.5,4.0,1,0.86,14.0,5.0,0.0,28.45,27.6,28.3,1.0,1.0,1.0,0.82,0.86,0.83,12.857142857142858,10.285714285714286,28.34285714285713,28.428571428571427,1.0,0.9285714285714286,0.84,0.8271428571428572,24.51,28.5,0.86,True,False,False,False,False,False,True,False,False,False,False,False,154,0.47275920928627757,-0.8811916534074828
2022-06-04,13,32.2,26.4,1.9,85,29.3,5.800000000000004,1,0.85,9.0,15.0,9.0,28.200000000000003,28.5,28.95,1.0,1.0,1.0,0.85,0.84,0.81,14.428571428571429,11.428571428571429,28.47142857142857,28.442857142857147,1.0,0.9285714285714286,0.84,0.8292857142857143,24.905,29.3,0.85,True,False,False,False,False,False,True,False,False,False,False,False,155,0.45753137607425115,-0.889193477207071
2022-06-05,14,32.4,26.0,2.4,83,29.2,6.399999999999999,1,0.83,19.0,10.0,6.0,28.5,28.5,29.0,1.0,1.0,1.0,0.83,0.87,0.84,14.142857142857142,11.714285714285714,28.585714285714285,28.467857142857145,1.0,0.9285714285714286,0.8414285714285714,0.8321428571428571,24.236,29.2,0.83,True,False,False,False,False,False,True,False,False,False,False,False,156,0.442168151967072,-0.8969321743510064
2022-06-06,19,33.3,26.9,3.3,82,30.1,6.399999999999999,1,0.82,16.0,18.0,14.0,28.5,28.65,27.200000000000003,1.0,1.0,1.0,0.86,0.81,0.81,14.714285714285714,12.285714285714286,28.685714285714287,28.482142857142858,1.0,0.9285714285714286,0.8357142857142856,0.8314285714285713,24.681999999999995,30.1,0.82,True,False,False,False,False,False,True,False,False,False,False,False,157,0.42667408318992467,-0.9044054548342999
2022-06-07,16,31.8,26.9,3.0,84,29.35,4.900000000000002,1,0.84,13.0,14.0,12.0,29.3,28.45,28.700000000000003,1.0,1.0,0.0,0.85,0.82,0.77,14.857142857142858,12.642857142857142,28.892857142857142,28.68928571428572,1.0,0.9285714285714286,0.8371428571428571,0.8321428571428571,24.654,29.35,0.84,True,False,False,False,False,False,True,False,False,False,False,False,158,0.4110537546870351,-0.9116111071930237
2022-06-08,16,33.6,26.9,2.1,79,30.25,6.700000000000003,1,0.79,14.0,9.0,6.0,29.2,28.200000000000003,29.4,1.0,1.0,1.0,0.83,0.85,0.81,15.142857142857142,12.928571428571429,29.02142857142857,28.735714285714288,1.0,1.0,0.84,0.8371428571428571,23.8975,30.25,0.79,True,False,False,False,False,False,True,False,False,False,False,False,159,0.3953117887649151,-0.9185469991587164
2022-06-09,28,30.9,26.3,5.4,85,28.6,4.599999999999998,1,0.85,19.0,19.0,7.0,30.1,28.5,28.05,1.0,1.0,1.0,0.82,0.83,0.83,16.142857142857142,13.642857142857142,29.31428571428572,28.79642857142857,1.0,1.0,0.8314285714285715,0.8357142857142856,24.31,28.6,0.85,True,False,False,False,False,False,True,False,False,False,False,False,160,0.37945284372454435,-0.9252110782893579
2022-06-10,17,32.2,26.4,1.7,81,29.3,5.800000000000004,1,0.81,16.0,16.0,5.0,29.35,28.5,27.6,1.0,1.0,1.0,0.84,0.86,0.86,17.428571428571427,15.142857142857142,29.328571428571426,28.835714285714285,1.0,1.0,0.8342857142857143,0.8371428571428572,23.733,29.3,0.81,True,False,False,False,False,False,True,False,False,False,False,False,161,0.36348161248290634,-0.9316013725767187
2022-06-11,19,32.3,26.4,2.3,79,29.35,5.899999999999999,1,0.79,16.0,13.0,15.0,30.25,29.3,28.5,1.0,1.0,1.0,0.79,0.85,0.84,17.571428571428573,16.0,29.442857142857147,28.957142857142856,1.0,1.0,0.8271428571428571,0.8335714285714285,23.1865,29.35,0.79,True,False,False,False,False,False,True,False,False,False,False,False,162,0.3474028211842774,-0.9377159910299093
2022-06-12,23,33.0,27.5,10.1,81,30.25,5.5,1,0.81,28.0,14.0,10.0,28.6,29.2,28.5,1.0,1.0,1.0,0.85,0.83,0.87,18.428571428571427,16.285714285714285,29.45,29.017857142857142,1.0,1.0,0.8185714285714286,0.83,24.5025,30.25,0.81,True,False,False,False,False,False,True,False,False,False,False,False,163,0.3312212278016865,-0.9435531242349544
2022-06-13,13,33.5,27.6,7.0,82,30.55,5.899999999999999,1,0.82,17.0,19.0,18.0,29.3,30.1,28.65,1.0,1.0,1.0,0.81,0.82,0.81,19.714285714285715,17.214285714285715,29.6,29.142857142857142,1.0,1.0,0.8157142857142857,0.8257142857142857,25.051,30.55,0.82,True,False,False,False,False,False,True,False,False,False,False,False,164,0.314941620728952,-0.9491110448902285
2022-06-14,17,32.1,27.2,7.5,82,29.65,4.900000000000002,1,0.82,19.0,16.0,14.0,29.35,29.35,28.45,1.0,1.0,1.0,0.79,0.84,0.82,18.857142857142858,16.857142857142858,29.66428571428571,29.27857142857143,1.0,1.0,0.8157142857142858,0.8264285714285714,24.313,29.65,0.82,True,False,False,False,False,False,True,False,False,False,False,False,165,0.29856881736372026,-0.9543881083175909
2022-06-15,22,31.1,26.7,30.7,86,28.9,4.400000000000002,1,0.86,23.0,16.0,9.0,30.25,30.25,28.200000000000003,1.0,1.0,1.0,0.81,0.79,0.85,19.0,17.071428571428573,29.707142857142856,29.36428571428572,1.0,1.0,0.8128571428571428,0.8264285714285714,24.854,28.9,0.86,True,False,False,False,False,False,True,False,False,False,False,False,166,0.2821076626819194,-0.9593827529490744
2022-06-16,31,30.9,26.0,23.5,88,28.45,4.899999999999999,1,0.88,13.0,28.0,19.0,30.55,28.6,28.5,1.0,1.0,1.0,0.82,0.85,0.83,19.857142857142858,18.0,29.514285714285712,29.41428571428571,1.0,1.0,0.8228571428571428,0.8271428571428572,25.036,28.45,0.88,True,False,False,False,False,False,True,False,False,False,False,False,167,0.26556302780405594,-0.9640935007889756
2022-06-17,29,29.0,25.1,33.1,89,27.05,3.899999999999999,1,0.89,17.0,17.0,16.0,29.65,29.3,28.5,1.0,1.0,1.0,0.82,0.81,0.86,20.285714285714285,18.857142857142858,29.49285714285714,29.41071428571428,1.0,1.0,0.8271428571428572,0.8307142857142856,24.0745,27.05,0.89,True,False,False,False,False,False,True,False,False,False,False,False,168,0.2489398085537666,-0.9685189578512206
2022-06-18,39,28.2,25.4,42.5,91,26.8,2.8000000000000007,1,0.91,22.0,19.0,13.0,28.9,29.35,29.3,1.0,1.0,1.0,0.86,0.79,0.85,22.0,19.785714285714285,29.17142857142857,29.307142857142857,1.0,1.0,0.8385714285714286,0.8328571428571429,24.388,26.8,0.91,True,False,False,False,False,False,True,False,False,False,False,False,169,0.23224292400907018,-0.9726578145718655
2022-06-19,24,28.2,25.8,33.4,90,27.0,2.3999999999999986,1,0.9,31.0,23.0,14.0,28.45,30.25,29.2,1.0,1.0,1.0,0.88,0.81,0.83,24.857142857142858,21.642857142857142,28.807142857142853,29.12857142857143,1.0,1.0,0.8557142857142858,0.8371428571428571,24.3,27.0,0.9,True,False,False,False,False,False,True,False,False,False,False,False,170,0.21547731504673015,-0.9765088461966192
2022-06-20,26,29.6,24.8,18.6,88,27.200000000000003,4.800000000000001,1,0.88,29.0,13.0,19.0,27.05,30.55,30.1,1.0,1.0,1.0,0.89,0.82,0.82,25.0,22.357142857142858,28.34285714285713,28.97142857142857,1.0,1.0,0.8685714285714285,0.8421428571428572,23.936000000000003,27.200000000000003,0.88,True,False,False,False,False,False,True,False,False,False,False,False,171,0.19864794288017112,-0.9800709131432666
2022-06-21,27,30.2,24.4,2.9,85,27.3,5.800000000000001,1,0.85,39.0,17.0,16.0,26.8,29.65,29.35,1.0,1.0,1.0,0.91,0.82,0.84,26.857142857142858,22.857142857142858,27.86428571428571,28.764285714285712,1.0,1.0,0.8771428571428571,0.8464285714285715,23.205,27.3,0.85,True,False,False,False,False,False,True,False,False,False,False,False,172,0.18175978759137534,-0.9833429613388902
2022-06-22,27,31.7,25.0,2.0,83,28.35,6.699999999999999,1,0.83,24.0,22.0,16.0,27.0,28.9,30.25,1.0,1.0,1.0,0.9,0.86,0.79,28.285714285714285,23.642857142857142,27.52857142857143,28.61785714285714,1.0,1.0,0.8814285714285715,0.8471428571428572,23.5305,28.35,0.83,True,False,False,False,False,False,True,False,False,False,False,False,173,0.16481784665719793,-0.9863240225317866
2022-06-23,27,30.3,25.6,1.4,82,27.950000000000003,4.699999999999999,1,0.82,26.0,31.0,28.0,27.200000000000003,28.45,28.6,1.0,1.0,1.0,0.88,0.88,0.85,29.0,24.428571428571427,27.45,28.482142857142858,1.0,1.0,0.8771428571428571,0.85,22.919,27.950000000000003,0.82,True,False,False,False,False,False,True,False,False,False,False,False,174,0.14782713347053048,-0.9890132145779882
2022-06-24,17,30.7,25.5,2.4,82,28.1,5.199999999999999,1,0.82,27.0,29.0,17.0,27.3,27.05,29.3,1.0,1.0,1.0,0.85,0.89,0.81,28.428571428571427,24.357142857142858,27.37857142857143,28.435714285714287,1.0,1.0,0.8685714285714285,0.8478571428571428,23.042,28.1,0.82,True,False,False,False,False,False,True,False,False,False,False,False,175,0.13079267585675922,-0.9914097417023037
2022-06-25,33,30.8,25.6,2.4,81,28.200000000000003,5.199999999999999,1,0.81,27.0,39.0,19.0,28.35,26.8,29.35,1.0,1.0,1.0,0.83,0.91,0.79,26.714285714285715,24.357142857142858,27.52857142857143,28.35,1.0,1.0,0.8585714285714285,0.8485714285714285,22.842,28.200000000000003,0.81,True,False,False,False,False,False,True,False,False,False,False,False,176,0.11371951458594969,-0.9935128947338003
2022-06-26,29,31.5,26.1,1.3,80,28.8,5.399999999999999,1,0.8,27.0,24.0,23.0,27.950000000000003,27.0,30.25,1.0,1.0,1.0,0.82,0.9,0.81,25.857142857142858,25.357142857142858,27.728571428571428,28.267857142857142,1.0,1.0,0.8442857142857143,0.85,23.040000000000003,28.8,0.8,True,False,False,False,False,False,True,False,False,False,False,False,177,0.0966127018812031,-0.9953220513156601
2022-06-27,17,32.3,26.1,5.8,82,29.2,6.199999999999996,1,0.82,17.0,26.0,13.0,28.1,27.200000000000003,30.55,1.0,1.0,1.0,0.82,0.88,0.82,26.571428571428573,25.785714285714285,27.98571428571429,28.164285714285715,1.0,1.0,0.83,0.8492857142857143,23.944,29.2,0.82,True,False,False,False,False,False,True,False,False,False,False,False,178,0.07947729992362097,-0.9968366760893435
2022-06-28,46,32.1,26.7,10.5,83,29.4,5.400000000000002,1,0.83,33.0,27.0,17.0,28.200000000000003,27.3,29.65,1.0,1.0,1.0,0.81,0.85,0.82,25.285714285714285,26.071428571428573,28.27142857142857,28.067857142857143,1.0,1.0,0.8214285714285714,0.8492857142857142,24.402,29.4,0.83,True,False,False,False,False,False,True,False,False,False,False,False,179,0.06231837935432508,-0.998056320853012
2022-06-29,38,30.7,26.5,13.4,87,28.6,4.199999999999999,1,0.87,29.0,27.0,22.0,28.8,28.35,28.9,1.0,1.0,1.0,0.8,0.83,0.86,28.0,28.142857142857142,28.571428571428577,28.05,1.0,1.0,0.8185714285714286,0.8499999999999999,24.882,28.6,0.87,True,False,False,False,False,False,True,False,False,False,False,False,180,0.045141017773971934,-0.9989806246941582
2022-06-30,33,29.5,25.0,11.4,89,27.25,4.5,1,0.89,17.0,27.0,31.0,29.2,27.950000000000003,28.45,1.0,1.0,1.0,0.82,0.82,0.88,29.571428571428573,29.285714285714285,28.607142857142858,28.028571428571432,1.0,1.0,0.8242857142857144,0.8507142857142858,24.2525,27.25,0.89,True,False,False,False,False,False,True,False,False,False,False,False,181,0.02795029824021032,-0.9996093140964043
2022-07-01,19,30.9,25.2,17.6,85,28.05,5.699999999999999,1,0.85,46.0,17.0,29.0,29.4,28.1,27.05,1.0,1.0,1.0,0.83,0.82,0.89,30.428571428571427,29.428571428571427,28.50714285714286,27.942857142857147,1.0,1.0,0.8342857142857143,0.8514285714285715,23.8425,28.05,0.85,True,False,False,False,False,False,True,False,False,False,False,False,182,0.010751307763521931,-0.9999422030204418
2022-07-02,47,31.8,25.8,1.3,81,28.8,6.0,1,0.81,38.0,33.0,39.0,28.6,28.200000000000003,26.8,1.0,1.0,1.0,0.87,0.81,0.91,30.714285714285715,28.714285714285715,28.5,28.01428571428572,1.0,1.0,0.8385714285714284,0.8485714285714286,23.328000000000003,28.8,0.81,True,False,False,False,False,False,True,False,False,False,False,False,183,-0.006450864198105151,-0.9999791929590823
2022-07-03,32,30.8,26.0,4.2,83,28.4,4.800000000000001,1,0.83,33.0,29.0,24.0,27.25,28.8,27.0,1.0,1.0,1.0,0.89,0.8,0.9,32.714285714285715,29.285714285714285,28.585714285714285,28.15714285714285,1.0,1.0,0.8385714285714286,0.8414285714285714,23.572,28.4,0.83,True,False,False,False,False,False,True,False,False,False,False,False,184,-0.02365112724523159,-0.9997202729664084
2022-07-04,31,31.8,26.2,1.0,81,29.0,5.600000000000001,1,0.81,19.0,17.0,26.0,28.05,29.2,27.200000000000003,1.0,1.0,1.0,0.85,0.82,0.88,33.142857142857146,29.857142857142858,28.52857142857143,28.25714285714286,1.0,1.0,0.8428571428571429,0.8364285714285714,23.49,29.0,0.81,True,False,False,False,False,False,True,False,False,False,False,False,185,-0.04084439154329611,-0.9991655196610111
2022-07-05,43,32.5,26.5,2.0,81,29.5,6.0,1,0.81,47.0,46.0,27.0,28.8,29.4,27.3,1.0,1.0,1.0,0.81,0.83,0.85,35.142857142857146,30.214285714285715,28.5,28.38571428571429,1.0,1.0,0.8414285714285714,0.8314285714285713,23.895000000000003,29.5,0.81,True,False,False,False,False,False,True,False,False,False,False,False,186,-0.05802556932878034,-0.9983150972033185
2022-07-06,32,31.9,26.8,2.6,80,29.35,5.099999999999998,1,0.8,32.0,38.0,27.0,28.4,28.6,28.35,1.0,1.0,1.0,0.83,0.87,0.83,34.714285714285715,31.357142857142858,28.514285714285712,28.542857142857144,1.0,1.0,0.8385714285714286,0.8285714285714285,23.480000000000004,29.35,0.8,True,False,False,False,False,False,True,False,False,False,False,False,187,-0.07518957641475855,-0.9971692572470178
2022-07-07,28,32.5,26.4,0.7,81,29.45,6.100000000000001,1,0.81,31.0,33.0,27.0,29.0,27.25,27.950000000000003,1.0,1.0,1.0,0.81,0.89,0.82,33.857142857142854,31.714285714285715,28.62142857142857,28.61428571428571,1.0,1.0,0.8285714285714285,0.8264285714285714,23.8545,29.45,0.81,True,False,False,False,False,False,True,False,False,False,False,False,188,-0.09233133369539123,-0.9957283388645871
2022-07-08,29,32.1,26.5,1.3,80,29.3,5.600000000000001,1,0.8,43.0,19.0,17.0,29.5,28.05,28.1,1.0,1.0,1.0,0.81,0.85,0.82,33.142857142857146,31.785714285714285,28.935714285714287,28.72142857142857,1.0,1.0,0.8171428571428573,0.8257142857142857,23.44,29.3,0.8,True,False,False,False,False,False,True,False,False,False,False,False,189,-0.10944576864891556,-0.993992768446958
2022-07-09,17,32.8,26.3,1.7,78,29.55,6.4999999999999964,1,0.78,32.0,47.0,33.0,29.35,28.8,28.200000000000003,1.0,1.0,1.0,0.8,0.81,0.81,34.57142857142857,32.642857142857146,29.11428571428571,28.807142857142853,1.0,1.0,0.8100000000000002,0.8242857142857144,23.049,29.55,0.78,True,False,False,False,False,False,True,False,False,False,False,False,190,-0.12652781683868314,-0.9919630595773394
2022-07-10,4,33.0,26.7,1.4,77,29.85,6.300000000000001,1,0.77,28.0,32.0,29.0,29.45,28.4,28.8,1.0,1.0,1.0,0.81,0.83,0.8,30.285714285714285,31.5,29.22142857142857,28.90357142857143,1.0,1.0,0.8057142857142858,0.8221428571428572,22.9845,29.85,0.77,True,False,False,False,False,False,True,False,False,False,False,False,191,-0.14357242341181134,-0.9896398128792411
2022-07-11,7,32.1,26.6,2.9,78,29.35,5.5,1,0.78,29.0,31.0,17.0,29.3,29.0,29.2,1.0,1.0,1.0,0.8,0.81,0.82,26.285714285714285,29.714285714285715,29.428571428571427,28.978571428571428,1.0,1.0,0.7971428571428572,0.8200000000000001,22.893,29.35,0.78,True,False,False,False,False,False,True,False,False,False,False,False,192,-0.1605745445949938,-0.9870237158387383
2022-07-12,42,34.0,26.7,0.7,73,30.35,7.300000000000001,1,0.73,17.0,43.0,46.0,29.55,29.5,29.4,1.0,1.0,1.0,0.78,0.81,0.83,22.857142857142858,29.0,29.478571428571428,28.98928571428571,1.0,1.0,0.7928571428571429,0.8171428571428573,22.1555,30.35,0.73,True,False,False,False,False,False,True,False,False,False,False,False,193,-0.177529149187035,-0.984115542601034
2022-07-13,39,34.5,26.9,0.7,72,30.7,7.600000000000001,1,0.72,4.0,32.0,38.0,29.85,29.35,28.6,1.0,1.0,1.0,0.77,0.8,0.87,22.714285714285715,28.714285714285715,29.6,29.057142857142857,1.0,1.0,0.7814285714285714,0.8100000000000002,22.104,30.7,0.72,True,False,False,False,False,False,True,False,False,False,False,False,194,-0.19443122004766197,-0.9809161537413775
2022-07-14,41,34.3,26.8,1.7,72,30.55,7.4999999999999964,1,0.72,7.0,28.0,33.0,29.35,29.45,27.25,1.0,1.0,1.0,0.78,0.81,0.89,23.714285714285715,28.785714285714285,29.792857142857144,29.207142857142856,1.0,1.0,0.7700000000000001,0.7992857142857143,21.996,30.55,0.72,True,False,False,False,False,False,True,False,False,False,False,False,195,-0.21127575558217931,-0.9774264960104057
2022-07-15,30,33.5,26.3,9.6,79,29.9,7.199999999999999,1,0.79,42.0,29.0,19.0,30.35,29.3,28.05,1.0,1.0,1.0,0.73,0.8,0.85,25.571428571428573,29.357142857142858,29.95,29.442857142857143,1.0,1.0,0.7571428571428571,0.7871428571428573,23.621,29.9,0.79,True,False,False,False,False,False,True,False,False,False,False,False,196,-0.22805777122151985,-0.973647602053984
2022-07-16,56,33.5,26.8,0.9,75,30.15,6.699999999999999,1,0.75,39.0,17.0,47.0,30.7,29.55,28.8,1.0,1.0,1.0,0.72,0.78,0.81,25.714285714285715,30.142857142857142,30.035714285714285,29.575,1.0,1.0,0.7557142857142857,0.7828571428571428,22.6125,30.15,0.75,True,False,False,False,False,False,True,False,False,False,False,False,197,-0.24477230089725963,-0.9695805901076309
2022-07-17,35,33.6,27.1,0.1,75,30.35,6.5,1,0.75,41.0,4.0,32.0,30.55,29.85,28.4,1.0,1.0,1.0,0.72,0.77,0.83,31.285714285714285,30.785714285714285,30.12142857142857,29.67142857142857,1.0,1.0,0.7514285714285714,0.7785714285714286,22.762500000000003,30.35,0.75,True,False,False,False,False,False,True,False,False,False,False,False,198,-0.2614143985111563,-0.9652266636656132
2022-07-18,47,33.0,26.5,2.9,78,29.75,6.5,1,0.78,30.0,7.0,31.0,29.9,29.35,29.0,1.0,1.0,1.0,0.79,0.78,0.81,35.714285714285715,31.0,30.192857142857143,29.810714285714283,1.0,1.0,0.7485714285714286,0.7728571428571429,23.205,29.75,0.78,True,False,False,False,False,False,True,False,False,False,False,False,199,-0.27797913939878016,-0.960587111124813
2022-07-19,41,33.0,27.0,5.4,80,30.0,6.0,1,0.8,56.0,42.0,43.0,30.15,30.35,29.5,1.0,1.0,1.0,0.75,0.73,0.81,41.42857142857143,32.142857142857146,30.25,29.86428571428571,1.0,1.0,0.7485714285714286,0.7707142857142858,24.0,30.0,0.8,True,False,False,False,False,False,True,False,False,False,False,False,200,-0.29446162178680124,-0.9556633054034706
2022-07-20,56,31.7,25.7,17.8,86,28.7,6.0,1,0.86,35.0,39.0,32.0,30.35,30.7,29.35,1.0,1.0,1.0,0.75,0.72,0.8,41.285714285714285,32.0,30.2,29.9,1.0,1.0,0.7585714285714287,0.7699999999999999,24.682,28.7,0.86,True,False,False,False,False,False,True,False,False,False,False,False,201,-0.3108569682435037,-0.9504567035349152
2022-07-21,52,32.8,26.5,2.3,80,29.65,6.299999999999997,1,0.8,47.0,41.0,28.0,29.75,30.55,29.45,1.0,1.0,1.0,0.78,0.72,0.81,43.71428571428572,33.714285714285715,29.91428571428571,29.853571428571428,1.0,1.0,0.7785714285714285,0.7742857142857144,23.72,29.65,0.8,True,False,False,False,False,False,True,False,False,False,False,False,202,-0.32716032712209514,-0.9449688462364058
2022-07-22,34,33.7,26.7,1.4,79,30.200000000000003,7.000000000000004,1,0.79,41.0,30.0,29.0,30.0,29.9,29.3,1.0,1.0,1.0,0.8,0.79,0.8,45.285714285714285,35.42857142857143,29.785714285714285,29.867857142857144,1.0,1.0,0.79,0.7735714285714286,23.858000000000004,30.200000000000003,0.79,True,False,False,False,False,False,True,False,False,False,False,False,203,-0.3433668739963881,-0.939201357453208
2022-07-23,63,31.7,27.1,5.8,82,29.4,4.599999999999998,1,0.82,56.0,56.0,17.0,28.7,30.15,29.55,1.0,1.0,1.0,0.86,0.75,0.78,45.85714285714285,35.785714285714285,29.82857142857143,29.932142857142857,1.0,1.0,0.79,0.7728571428571429,24.108,29.4,0.82,True,False,False,False,False,False,True,False,False,False,False,False,204,-0.35947181308842324,-0.9331559438780431
2022-07-24,59,29.3,25.7,11.8,87,27.5,3.6000000000000014,1,0.87,52.0,35.0,4.0,29.65,30.35,29.85,1.0,1.0,1.0,0.8,0.75,0.77,46.85714285714285,39.07142857142857,29.721428571428568,29.92142857142857,1.0,1.0,0.7999999999999999,0.7757142857142858,23.925,27.5,0.87,True,False,False,False,False,False,True,False,False,False,False,False,205,-0.3754703786876202,-0.9268343944460493
2022-07-25,40,29.8,25.1,11.3,87,27.450000000000003,4.699999999999999,1,0.87,34.0,47.0,7.0,30.200000000000003,29.75,29.35,1.0,1.0,1.0,0.79,0.78,0.78,50.285714285714285,43.0,29.31428571428572,29.753571428571423,1.0,1.0,0.8171428571428571,0.7828571428571428,23.881500000000003,27.450000000000003,0.87,True,False,False,False,False,False,True,False,False,False,False,False,206,-0.39135783656102596,-0.9202385798054075
2022-07-26,74,29.7,25.7,12.8,87,27.7,4.0,1,0.87,63.0,41.0,42.0,29.4,30.0,30.35,1.0,1.0,1.0,0.82,0.8,0.73,49.285714285714285,45.35714285714285,28.985714285714288,29.617857142857144,1.0,1.0,0.83,0.7892857142857144,24.099,27.7,0.87,True,False,False,False,False,False,True,False,False,False,False,False,207,-0.4071294853542516,-0.9133704517637857
2022-07-27,58,32.3,25.4,0.8,81,28.85,6.899999999999999,1,0.81,59.0,56.0,39.0,27.5,28.7,30.7,1.0,1.0,1.0,0.87,0.86,0.72,54.0,47.642857142857146,28.65714285714285,29.428571428571427,1.0,1.0,0.84,0.7992857142857143,23.3685,28.85,0.81,True,False,False,False,False,False,True,False,False,False,False,False,208,-0.42278065798267733,-0.9062320427107696
2022-07-28,58,32.5,26.2,1.0,82,29.35,6.300000000000001,1,0.82,40.0,52.0,41.0,27.450000000000003,29.65,30.55,1.0,1.0,1.0,0.87,0.8,0.72,54.285714285714285,49.0,28.678571428571427,29.29642857142857,1.0,1.0,0.8328571428571429,0.8057142857142858,24.067,29.35,0.82,True,False,False,False,False,False,True,False,False,False,False,False,209,-0.4383067230125192,-0.8988254650164439
2022-07-29,51,33.1,26.3,0.6,81,29.700000000000003,6.800000000000001,1,0.81,74.0,34.0,30.0,27.7,30.200000000000003,29.9,1.0,1.0,1.0,0.87,0.79,0.79,55.142857142857146,50.21428571428572,28.63571428571429,29.210714285714285,1.0,1.0,0.8357142857142856,0.8128571428571428,24.057,29.700000000000003,0.81,True,False,False,False,False,False,True,False,False,False,False,False,210,-0.45370308603134424,-0.8911529104063087
2022-07-30,74,32.9,27.2,8.0,80,30.05,5.699999999999999,1,0.8,58.0,63.0,56.0,28.85,29.4,30.15,1.0,1.0,1.0,0.81,0.82,0.75,57.57142857142857,51.71428571428572,28.56428571428572,29.196428571428573,1.0,1.0,0.8385714285714284,0.8142857142857143,24.04,30.05,0.8,True,False,False,False,False,False,True,False,False,False,False,False,211,-0.46896519100763184,-0.8832166493127126
2022-07-31,59,33.4,27.2,4.0,83,30.3,6.199999999999999,1,0.83,58.0,59.0,35.0,29.35,27.5,30.35,1.0,1.0,1.0,0.82,0.87,0.75,59.142857142857146,53.0,28.657142857142865,29.18928571428572,1.0,1.0,0.8357142857142857,0.817857142857143,25.149,30.3,0.83,True,False,False,False,False,False,True,False,False,False,False,False,212,-0.48408852163897587,-0.8750190302029954
2022-08-01,68,31.7,25.4,8.4,85,28.55,6.300000000000001,1,0.85,51.0,40.0,47.0,29.700000000000003,27.450000000000003,29.75,1.0,1.0,1.0,0.81,0.87,0.78,59.142857142857146,54.71428571428572,29.057142857142857,29.185714285714287,1.0,1.0,0.8300000000000001,0.8235714285714286,24.2675,28.55,0.85,True,False,False,False,False,False,True,False,False,False,False,False,213,-0.49906860268853187,-0.8665624788845384
2022-08-02,51,32.0,26.3,7.6,86,29.15,5.699999999999999,1,0.86,74.0,74.0,41.0,30.05,27.7,30.0,1.0,1.0,1.0,0.8,0.87,0.8,63.142857142857146,56.21428571428572,29.214285714285715,29.1,1.0,1.0,0.8271428571428572,0.8285714285714285,25.069,29.15,0.86,True,False,False,False,False,False,True,False,False,False,False,False,214,-0.5139010013093103,-0.8578494977869301
2022-08-03,59,32.1,26.1,17.4,87,29.1,6.0,1,0.87,59.0,58.0,56.0,30.3,28.85,28.7,1.0,1.0,1.0,0.83,0.81,0.86,59.85714285714285,56.92857142857143,29.42142857142857,29.039285714285715,1.0,1.0,0.8257142857142857,0.8328571428571429,25.317,29.1,0.87,True,False,False,False,False,False,True,False,False,False,False,False,215,-0.5285813283559291,-0.8488826652214553
